user id,origin user id,movie id,origin movie id,score
1860,172360216,1,1291560,40.0
1867,172418114,1,1291560,40.0
1877,172453309,1,1291560,30.0
1880,172470226,1,1291560,50.0
1882,172484086,1,1291560,50.0
1889,172545507,1,1291560,50.0
1891,172619084,1,1291560,50.0
1892,172705882,1,1291560,50.0
1894,172742990,1,1291560,40.0
1898,172924438,1,1291560,50.0
1922,173674230,1,1291560,40.0
1923,173677008,1,1291560,40.0
1925,173732164,1,1291560,50.0
1932,173893000,1,1291560,50.0
1937,173969177,1,1291560,40.0
1941,174057527,1,1291560,40.0
1943,174091561,1,1291560,50.0
1944,174108276,1,1291560,40.0
1954,174441859,1,1291560,40.0
1956,174573489,1,1291560,50.0
1966,174984246,1,1291560,40.0
1977,175622556,1,1291560,40.0
2018,1786804,1,1291560,40.0
2198,1952390,1,1291560,50.0
2389,2245804,1,1291560,50.0
2499,2431044,1,1291560,50.0
2827,2946082,1,1291560,40.0
2950,31736711,1,1291560,50.0
3009,3265640,1,1291560,50.0
3020,3275817,1,1291560,40.0
3202,35108936,1,1291560,50.0
3226,3540441,1,1291560,50.0
3296,36470321,1,1291560,30.0
3449,3854677,1,1291560,50.0
3529,3996368,1,1291560,40.0
3860,43703010,1,1291560,50.0
4074,45613020,1,1291560,50.0
4196,46679838,1,1291560,50.0
4514,4913824,1,1291560,50.0
4948,53897513,1,1291560,50.0
4980,54274563,1,1291560,50.0
5205,57542378,1,1291560,50.0
5426,61256937,1,1291560,50.0
5484,62469238,1,1291560,40.0
5496,62675594,1,1291560,50.0
5674,65283141,1,1291560,40.0
5845,69475039,1,1291560,20.0
6053,76287806,1,1291560,40.0
6157,80338166,1,1291560,50.0
6184,8125605,1,1291560,50.0
6227,83086418,1,1291560,50.0
6235,83363637,1,1291560,50.0
6384,93124222,1,1291560,40.0
6417,96404793,1,1291560,50.0
6472,AdaDream,1,1291560,50.0
6616,BoondockSaints,1,1291560,20.0
6631,CFJ,1,1291560,20.0
6692,Cincky.XiN,1,1291560,50.0
6699,CobraCB,1,1291560,40.0
6810,ElephantBoy,1,1291560,50.0
6849,FK621,1,1291560,50.0
7126,LadyInSatin,1,1291560,40.0
7129,Lan.die,1,1291560,50.0
7145,Len.,1,1291560,50.0
7223,Madao_D,1,1291560,50.0
7239,MarsOrMoon,1,1291560,50.0
7301,MovieL,1,1291560,50.0
7359,NinaAobi,1,1291560,50.0
7365,Nokia95,1,1291560,50.0
7410,PandaMovieMusic,1,1291560,50.0
7650,SydneyCarton,1,1291560,30.0
7679,Terry_Lee,1,1291560,30.0
7728,Uvo,1,1291560,50.0
7958,airan712,1,1291560,50.0
8036,alwaysbestrong,1,1291560,50.0
8055,ameibush9799,1,1291560,40.0
8194,aroom,1,1291560,50.0
8265,babytears,1,1291560,50.0
8294,ballteda,1,1291560,40.0
8365,beiliya,1,1291560,50.0
8403,bighead,1,1291560,50.0
8510,boochung,1,1291560,50.0
8748,chaoniubility,1,1291560,30.0
8827,chesterchoi,1,1291560,50.0
8857,chloeti,1,1291560,50.0
9020,conanemily,1,1291560,40.0
9089,ctt19950905,1,1291560,50.0
9277,dengyigeren,1,1291560,30.0
9475,dyingpluto,1,1291560,40.0
9593,eowynlost18,1,1291560,50.0
9753,fengs,1,1291560,40.0
9821,flowermumu,1,1291560,40.0
10075,grafa,1,1291560,50.0
10076,grammarbai,1,1291560,40.0
10097,grinch,1,1291560,30.0
10131,gymfsshmao,1,1291560,50.0
10172,hankerchief,1,1291560,50.0
10243,helenvivi,1,1291560,50.0
10268,hexiaoqin,1,1291560,40.0
10338,hou26,1,1291560,40.0
10409,hx2,1,1291560,50.0
10570,ipodmelody,1,1291560,50.0
10661,januaryohjanuar,1,1291560,50.0
10795,jiphacle,1,1291560,40.0
10995,kejinlong,1,1291560,50.0
11066,kingfish,1,1291560,50.0
11407,lingojj,1,1291560,50.0
11408,lingrui1995,1,1291560,50.0
11505,liviazhu,1,1291560,50.0
11558,longzheking,1,1291560,30.0
11577,louxing,1,1291560,50.0
11614,loveva324,1,1291560,50.0
11662,luhua,1,1291560,40.0
11702,luxifaer,1,1291560,40.0
11705,luzhiyu,1,1291560,50.0
11731,lynntong,1,1291560,50.0
11906,melody1971,1,1291560,40.0
12051,misterinfamous,1,1291560,50.0
12060,mjxian,1,1291560,40.0
12155,mr.has-been,1,1291560,50.0
12178,mufanxuanji,1,1291560,40.0
12203,muto,1,1291560,50.0
12240,mysubi,1,1291560,40.0
12330,nezhaboy,1,1291560,50.0
12472,ocean_kwai,1,1291560,30.0
12492,oldmanriver,1,1291560,50.0
12522,onshuway,1,1291560,50.0
12580,pangpangbing,1,1291560,10.0
12643,pengyuan,1,1291560,40.0
12660,petitespot,1,1291560,50.0
12887,quanzhouren,1,1291560,30.0
12946,raquelycidas,1,1291560,50.0
12954,rayfun,1,1291560,50.0
13213,satan163,1,1291560,50.0
13235,sdp1037,1,1291560,40.0
13535,smily0119,1,1291560,50.0
13537,smokey,1,1291560,50.0
13658,starlv,1,1291560,50.0
13676,stevecarell,1,1291560,50.0
13908,terababy,1,1291560,50.0
13996,tjz230,1,1291560,30.0
14010,tomqulab,1,1291560,40.0
14198,veverlee,1,1291560,40.0
14220,viking7117,1,1291560,50.0
14278,vivifyvivi,1,1291560,50.0
14410,wenzel,1,1291560,50.0
14539,wusuoweizhe,1,1291560,50.0
14675,xilouchen,1,1291560,30.0
14783,y328675858,1,1291560,50.0
14792,yalindongdong,1,1291560,40.0
14944,ylzhangyao,1,1291560,50.0
15177,zhda,1,1291560,40.0
15180,zhegejiale,1,1291560,40.0
15248,zishi121,1,1291560,50.0
15250,zishuiyilan,1,1291560,50.0
15315,zyl622,1,1291560,50.0
52,103891857,2,1291561,40.0
73,105512988,2,1291561,50.0
176,115641028,2,1291561,50.0
205,1175666,2,1291561,50.0
272,1211567,2,1291561,50.0
330,123075240,2,1291561,40.0
425,128344869,2,1291561,40.0
467,130069436,2,1291561,50.0
550,131953600,2,1291561,50.0
618,13419259,2,1291561,50.0
634,134615933,2,1291561,50.0
684,136807054,2,1291561,50.0
767,139532850,2,1291561,50.0
805,140218319,2,1291561,40.0
815,140581573,2,1291561,30.0
868,142067715,2,1291561,50.0
919,143422153,2,1291561,40.0
1041,146840812,2,1291561,50.0
1057,147190792,2,1291561,50.0
1060,147213820,2,1291561,40.0
1080,148179414,2,1291561,50.0
1120,149131135,2,1291561,40.0
1154,150167619,2,1291561,50.0
1158,150207756,2,1291561,40.0
1159,150238197,2,1291561,40.0
1162,150278057,2,1291561,30.0
1180,150825138,2,1291561,50.0
1191,151057424,2,1291561,40.0
1194,151135671,2,1291561,50.0
1207,151621608,2,1291561,50.0
1210,151711006,2,1291561,50.0
1212,151728144,2,1291561,40.0
1215,151760896,2,1291561,50.0
1228,152040248,2,1291561,50.0
1230,152072892,2,1291561,10.0
1240,152432941,2,1291561,50.0
1245,152561400,2,1291561,50.0
1247,152658927,2,1291561,40.0
1265,153106464,2,1291561,40.0
1272,153197536,2,1291561,50.0
1274,153244660,2,1291561,50.0
1283,153438591,2,1291561,40.0
1313,153966583,2,1291561,30.0
1317,154019316,2,1291561,50.0
1319,154062640,2,1291561,40.0
1366,155370531,2,1291561,50.0
1375,155618809,2,1291561,40.0
1384,155769304,2,1291561,50.0
1391,155840797,2,1291561,50.0
1397,155974935,2,1291561,40.0
1398,155985816,2,1291561,40.0
1401,156004677,2,1291561,50.0
1420,156316198,2,1291561,40.0
1449,156890522,2,1291561,40.0
1451,156928678,2,1291561,40.0
1453,156941004,2,1291561,50.0
1455,156967679,2,1291561,50.0
1456,157061671,2,1291561,50.0
1463,157224553,2,1291561,40.0
1471,157276872,2,1291561,40.0
1506,158123544,2,1291561,50.0
1526,158629236,2,1291561,40.0
1527,158679347,2,1291561,50.0
1539,158938522,2,1291561,40.0
1541,158943546,2,1291561,40.0
1556,159360371,2,1291561,40.0
1557,159406773,2,1291561,50.0
1558,159554689,2,1291561,50.0
1594,160801182,2,1291561,50.0
1630,162209441,2,1291561,40.0
1634,162304819,2,1291561,40.0
1649,162509474,2,1291561,10.0
1657,162687415,2,1291561,50.0
1667,163012930,2,1291561,40.0
1704,164128873,2,1291561,40.0
1722,164801037,2,1291561,40.0
1727,165023952,2,1291561,50.0
1742,166218434,2,1291561,40.0
1755,166750629,2,1291561,40.0
1757,166871529,2,1291561,40.0
1785,169089788,2,1291561,50.0
1786,169090174,2,1291561,50.0
1787,169092759,2,1291561,50.0
1790,169142363,2,1291561,50.0
1791,169142827,2,1291561,40.0
1792,169147379,2,1291561,30.0
1793,169168589,2,1291561,30.0
1816,170254707,2,1291561,40.0
1838,171372928,2,1291561,40.0
1849,172055431,2,1291561,50.0
1854,172195277,2,1291561,50.0
1859,172350963,2,1291561,40.0
1860,172360216,2,1291561,50.0
1864,172411789,2,1291561,50.0
1865,172414546,2,1291561,30.0
1866,172416865,2,1291561,40.0
1870,172419821,2,1291561,50.0
1874,172427040,2,1291561,50.0
1875,172446344,2,1291561,40.0
1878,172466670,2,1291561,50.0
1881,172480401,2,1291561,40.0
1883,172494755,2,1291561,50.0
1884,172495174,2,1291561,50.0
1885,172496519,2,1291561,40.0
1888,172535155,2,1291561,50.0
1895,172804916,2,1291561,50.0
1903,173041361,2,1291561,50.0
1905,173187831,2,1291561,50.0
1906,173201014,2,1291561,50.0
1925,173732164,2,1291561,40.0
1926,173732712,2,1291561,50.0
1927,173745421,2,1291561,50.0
1940,174056261,2,1291561,40.0
1941,174057527,2,1291561,50.0
1944,174108276,2,1291561,50.0
1946,174160972,2,1291561,50.0
1960,174707090,2,1291561,50.0
2050,18099203,2,1291561,10.0
2160,189562084,2,1291561,10.0
2499,2431044,2,1291561,50.0
2716,2789304,2,1291561,20.0
2765,2849243,2,1291561,40.0
3421,38074203,2,1291561,30.0
4283,47289809,2,1291561,50.0
4550,49503327,2,1291561,50.0
4737,51415144,2,1291561,50.0
4882,53077082,2,1291561,10.0
5205,57542378,2,1291561,50.0
5307,58622243,2,1291561,10.0
5379,5994776,2,1291561,20.0
5401,60599665,2,1291561,50.0
5484,62469238,2,1291561,50.0
5720,66428405,2,1291561,40.0
5835,69290051,2,1291561,40.0
5927,72178441,2,1291561,50.0
6078,77170120,2,1291561,40.0
6227,83086418,2,1291561,50.0
6417,96404793,2,1291561,50.0
6419,96419654,2,1291561,50.0
6701,Colin_Wang,2,1291561,50.0
6810,ElephantBoy,2,1291561,50.0
7126,LadyInSatin,2,1291561,50.0
7410,PandaMovieMusic,2,1291561,50.0
7728,Uvo,2,1291561,40.0
7793,XFire2013,2,1291561,10.0
7866,Zizou_Vam,2,1291561,50.0
7966,aixiaoke,2,1291561,50.0
8294,ballteda,2,1291561,50.0
8365,beiliya,2,1291561,50.0
8625,candyandclouds,2,1291561,50.0
8727,chaiyanchao,2,1291561,50.0
9081,crystalgirl,2,1291561,20.0
9089,ctt19950905,2,1291561,50.0
9199,darlingtudai,2,1291561,40.0
9311,diewithme,2,1291561,50.0
9444,duanmuyi,2,1291561,30.0
9454,duduxiongzhifu,2,1291561,50.0
9492,eason0210,2,1291561,50.0
9552,ellen0320,2,1291561,40.0
9723,feandy,2,1291561,20.0
9751,fengjiansun,2,1291561,50.0
9757,fengxiukeren,2,1291561,50.0
9821,flowermumu,2,1291561,50.0
9966,ga0yang,2,1291561,50.0
9982,garfieldcr,2,1291561,50.0
10079,grass17,2,1291561,50.0
10106,gucci122,2,1291561,50.0
10172,hankerchief,2,1291561,50.0
10231,heiheirage,2,1291561,50.0
10465,ice_bloom,2,1291561,50.0
10613,ivorybos,2,1291561,50.0
10671,jasontodd,2,1291561,40.0
10950,kalasnikf,2,1291561,50.0
10974,karu,2,1291561,30.0
11293,leo1983,2,1291561,50.0
11396,lindiandian,2,1291561,50.0
11408,lingrui1995,2,1291561,50.0
11492,liusuer,2,1291561,40.0
11632,luanluanyu,2,1291561,40.0
11783,magic828,2,1291561,40.0
11873,maxineY,2,1291561,50.0
11906,melody1971,2,1291561,40.0
12036,missguo2,2,1291561,50.0
12051,misterinfamous,2,1291561,50.0
12276,naocanqiang,2,1291561,50.0
12323,new4new4,2,1291561,50.0
12473,oceanheart,2,1291561,40.0
12536,oranjeruud,2,1291561,50.0
12559,ozawa,2,1291561,50.0
12728,pirealwei,2,1291561,50.0
12887,quanzhouren,2,1291561,50.0
12931,rakumm,2,1291561,50.0
12946,raquelycidas,2,1291561,50.0
13124,ruo1996,2,1291561,50.0
13161,saintdump,2,1291561,50.0
13202,sara127266,2,1291561,50.0
13370,shirleyxu0722,2,1291561,50.0
13477,siningxiang,2,1291561,50.0
13720,suki0516,2,1291561,50.0
13850,takizhang,2,1291561,50.0
13880,tatakun,2,1291561,50.0
13909,terenceyibo,2,1291561,50.0
13970,tieliuwudi,2,1291561,50.0
13996,tjz230,2,1291561,50.0
14010,tomqulab,2,1291561,50.0
14278,vivifyvivi,2,1291561,50.0
14504,woshimaizi,2,1291561,50.0
14675,xilouchen,2,1291561,30.0
14717,xmsgjqr,2,1291561,50.0
14792,yalindongdong,2,1291561,50.0
14871,yellowmoonbird,2,1291561,50.0
14922,yinxiang,2,1291561,40.0
15160,zhangzongqian,2,1291561,40.0
15241,zingyu,2,1291561,50.0
15250,zishuiyilan,2,1291561,50.0
15263,znrb,2,1291561,30.0
15315,zyl622,2,1291561,50.0
20,102311975,3,1291568,50.0
72,1055018,3,1291568,50.0
80,106347535,3,1291568,50.0
106,108040008,3,1291568,50.0
184,115943250,3,1291568,50.0
186,1159861,3,1291568,50.0
321,122592904,3,1291568,50.0
459,129823777,3,1291568,50.0
572,1325646,3,1291568,50.0
999,145577008,3,1291568,40.0
1122,149152146,3,1291568,50.0
1321,154161095,3,1291568,40.0
1402,156016222,3,1291568,30.0
1620,161849863,3,1291568,50.0
1650,1625628,3,1291568,50.0
1987,17661600,3,1291568,50.0
2039,180045309,3,1291568,50.0
2104,1852864,3,1291568,30.0
2321,2132695,3,1291568,50.0
2330,2151824,3,1291568,50.0
2401,2265138,3,1291568,50.0
2502,2434887,3,1291568,50.0
2637,2651917,3,1291568,40.0
2698,27562666,3,1291568,50.0
2707,2772099,3,1291568,50.0
2765,2849243,3,1291568,40.0
2843,29898737,3,1291568,50.0
3225,35387694,3,1291568,50.0
3226,3540441,3,1291568,50.0
3253,35827809,3,1291568,30.0
3405,3785528,3,1291568,50.0
3486,39220692,3,1291568,50.0
3722,4237152,3,1291568,30.0
3818,43393007,3,1291568,40.0
3834,43510259,3,1291568,20.0
3867,43761473,3,1291568,50.0
3976,44887525,3,1291568,50.0
4134,46142542,3,1291568,40.0
4174,46511600,3,1291568,50.0
4240,46943365,3,1291568,40.0
4284,4729397,3,1291568,40.0
4469,48864123,3,1291568,50.0
4556,49539687,3,1291568,50.0
4677,50779124,3,1291568,50.0
4708,51067589,3,1291568,40.0
4768,51715849,3,1291568,40.0
4778,51862789,3,1291568,50.0
4783,51911319,3,1291568,40.0
4803,52143519,3,1291568,40.0
4889,53204045,3,1291568,40.0
5026,54721365,3,1291568,50.0
5261,58059498,3,1291568,50.0
5719,66412368,3,1291568,50.0
5767,67653468,3,1291568,20.0
5835,69290051,3,1291568,40.0
5944,72783700,3,1291568,50.0
6028,7542909,3,1291568,50.0
6206,82329043,3,1291568,40.0
6322,90525586,3,1291568,50.0
6374,92463984,3,1291568,40.0
6384,93124222,3,1291568,50.0
6435,9881459,3,1291568,50.0
6493,Allan.Vr,3,1291568,50.0
6561,Azeril,3,1291568,50.0
6641,CainChan,3,1291568,40.0
6647,CanaanYoung,3,1291568,10.0
6669,CharlesChou,3,1291568,50.0
6781,Draculala,3,1291568,40.0
6782,DrinkFlames,3,1291568,50.0
6978,Huxinghang510,3,1291568,50.0
7071,JuddTrump,3,1291568,10.0
7126,LadyInSatin,3,1291568,50.0
7192,Luinrandr,3,1291568,40.0
7196,Luna-cat,3,1291568,50.0
7205,MECCA,3,1291568,50.0
7250,MayaDey,3,1291568,50.0
7340,Naomiwatts-2006,3,1291568,50.0
7365,Nokia95,3,1291568,50.0
7401,Oxalis.,3,1291568,40.0
7733,VYSE,3,1291568,50.0
7762,WSSWHL,3,1291568,50.0
7792,XF44,3,1291568,50.0
7815,YYDEE,3,1291568,50.0
7837,YueYazzz,3,1291568,50.0
7893,abc114,3,1291568,50.0
7901,absolutmilk,3,1291568,50.0
7946,ahu,3,1291568,50.0
7971,aiza,3,1291568,50.0
8036,alwaysbestrong,3,1291568,40.0
8111,angelababy_,3,1291568,40.0
8116,angle223,3,1291568,50.0
8236,avivalovestory,3,1291568,30.0
8256,babulliu,3,1291568,50.0
8294,ballteda,3,1291568,40.0
8326,batongyang,3,1291568,50.0
8365,beiliya,3,1291568,50.0
8411,bigway,3,1291568,50.0
8445,bladerunner2,3,1291568,50.0
8528,braxin2007,3,1291568,50.0
8559,bugz,3,1291568,50.0
8565,bunnyzizi,3,1291568,50.0
8591,cStar,3,1291568,50.0
8597,cadenza,3,1291568,50.0
8598,caesarphoenix,3,1291568,50.0
8604,caivae,3,1291568,50.0
8625,candyandclouds,3,1291568,50.0
8652,caoyu11,3,1291568,20.0
8727,chaiyanchao,3,1291568,50.0
8880,chrisocean,3,1291568,50.0
8975,clur,3,1291568,50.0
9009,colinpark,3,1291568,50.0
9020,conanemily,3,1291568,50.0
9102,curemyself,3,1291568,50.0
9116,cyan_hehe,3,1291568,50.0
9264,dekadeyang,3,1291568,50.0
9296,dianascb,3,1291568,50.0
9445,dubian0816,3,1291568,40.0
9578,enchanted13,3,1291568,50.0
9697,fanlinbo,3,1291568,10.0
9779,filmkingmanyeah,3,1291568,40.0
9785,fingcat,3,1291568,50.0
9792,fish3961120,3,1291568,50.0
9821,flowermumu,3,1291568,50.0
9822,flowersforzoe,3,1291568,50.0
10062,gorfee,3,1291568,50.0
10085,grbzywg,3,1291568,50.0
10150,haishou,3,1291568,50.0
10234,heimomi,3,1291568,50.0
