id,name,type
153112416,1297294,40.0
3540441,1297294,40.0
69290051,1297294,50.0
huhu1999,1297294,40.0
RingS915,1297294,40.0
jeffersontang,1297294,40.0
121579323,1297294,40.0
kejinlong,1297294,30.0
Naomiwatts-2006,1297294,50.0
LadyInSatin,1297294,50.0
conanemily,1297294,50.0
tildali1214,1297294,50.0
ballteda,1297294,30.0
tjz230,1297294,50.0
147641688,1297294,50.0
vividtime,1297294,40.0
nancyisland,1297294,50.0
93124222,1297294,50.0
wxwxwx0,1297294,50.0
rebekah,1297294,50.0
dekadeyang,1297294,50.0
saintdump,1297294,40.0
meowarrier,1297294,50.0
dropofmilk,1297294,50.0
misterinfamous,1297294,40.0
jinjidexiong,1297294,30.0
zyunsan,1297294,40.0
yiqiu,1297294,50.0
terenceyibo,1297294,50.0
wawvooo,1297294,50.0
54721365,1297294,40.0
39690610,1297294,50.0
hitchitsch,1297294,50.0
139314696,1297294,50.0
Rynill5,1297294,50.0
ruo1996,1297294,50.0
69475039,1297294,30.0
kangbaohong,1297294,40.0
130051643,1297294,50.0
luxifaer,1297294,40.0
xiahcxx,1297294,40.0
exhilarating,1297294,50.0
dtspsAli,1297294,40.0
3993233,1297294,40.0
cabaret,1297294,50.0
1127610,1297294,50.0
BillFlower,1297294,40.0
xiaotonggaijun,1297294,30.0
levitating,1297294,40.0
grbzywg,1297294,50.0
alwaysbestrong,1297294,50.0
145577008,1297294,40.0
mumudancing,1297294,50.0
yqsophia,1297294,50.0
72684898,1297294,50.0
54806925,1297294,30.0
rousongsong,1297294,50.0
160880110,1297294,50.0
yalindongdong,1297294,40.0
tinychen,1297294,50.0
Misssay,1297294,50.0
elwing,1297294,50.0
fotoz,1297294,30.0
newills,1297294,50.0
Paradox_Q,1297294,50.0
33272428,1297294,30.0
BlindwolfHyn,1297294,40.0
157536192,1297294,50.0
yoyoangela,1297294,50.0
Tokay,1297294,50.0
4729397,1297294,50.0
liuyingxin_1984,1297294,50.0
106347535,1297294,50.0
luoyingzhiying,1297294,40.0
47461599,1297294,40.0
88439681,1297294,40.0
jadore0508,1297294,40.0
Aimwalker,1297294,40.0
gluttony6,1297294,40.0
serenitynever,1297294,40.0
neo-jay,1297294,20.0
kevinbiohazard,1297294,50.0
cheerupk,1297294,50.0
2587408,1297294,50.0
sevenready,1297294,40.0
jacobchen,1297294,50.0
4051316,1297294,50.0
5054748,1297294,40.0
proband,1297294,40.0
bayer04040404,1297294,50.0
ailiilia,1297294,40.0
hh55555,1297294,30.0
51067589,1297294,50.0
difeijing,1297294,40.0
79221774,1297294,40.0
nbsp,1297294,20.0
eric_iiw,1297294,50.0
21771687,1297294,30.0
9881459,1297294,50.0
richer725,1297294,50.0
blank-clover,1297294,40.0
fy7,1297294,40.0
touya0229,1297294,50.0
21225104,1297294,50.0
weipeng1986,1297294,30.0
roro0306,1297294,50.0
tomqulab,1297294,50.0
4775119,1297294,50.0
3605522,1297294,40.0
curemiemie,1297294,40.0
luozhelin,1297294,50.0
windrainride,1297294,50.0
57600202,1297294,50.0
1559092,1297294,20.0
maoyingtao,1297294,50.0
Mercury9999,1297294,40.0
standalonecat,1297294,50.0
momo711,1297294,50.0
ash7,1297294,40.0
51302372,1297294,30.0
hellotonyleung,1297294,40.0
yanagi,1297294,40.0
oldwhom,1297294,40.0
wsj19970918,1297294,40.0
ichliebeiceland,1297294,50.0
25960765,1297294,50.0
longzheking,1297294,30.0
SuperSweety,1297294,50.0
SAUFAN,1297294,50.0
4400048,1297294,50.0
cbw506021,1297294,50.0
45311926,1297294,50.0
Yven,1297294,50.0
yijian002,1297294,50.0
se7enty3,1297294,40.0
airan712,1297294,40.0
162912419,1297294,50.0
chloe_huang,1297294,40.0
lazzaro,1297294,30.0
asdoherty,1297294,50.0
leeboo1984,1297294,50.0
2120916,1297294,50.0
Cincky.XiN,1297294,40.0
ViViDahlia,1297294,40.0
1323458,1297294,40.0
wangxiaoyeer,1297294,50.0
iloveperfect,1297294,40.0
4093950,1297294,50.0
80075921,1297294,50.0
yangshuangblue,1297294,50.0
sidneylumet,1297294,40.0
3438507,1297294,30.0
1732445,1297294,30.0
forian,1297294,50.0
142822369,1297294,50.0
libramao,1297294,50.0
3263435,1297294,50.0
3266143,1297294,50.0
1305791,1297294,40.0
36936054,1297294,50.0
2504194,1297294,50.0
cicisj,1297294,30.0
formers,1297294,50.0
GhostWithBlade,1297294,50.0
also57,1297294,40.0
weiqiyu,1297294,50.0
2092765,1297294,40.0
zishimuzhi,1297294,40.0
57469413,1297294,40.0
58556474,1297294,40.0
mimihu,1297294,20.0
80424889,1297294,50.0
chloeti,1297294,50.0
iRayc,1297294,40.0
115694230,1297294,40.0
Candicezhang,1297294,50.0
arlmy,1297294,50.0
cian,1297294,30.0
maerta,1297294,40.0
33328418,1297294,50.0
RockyVan,1297294,30.0
kevindreamfly,1297294,40.0
42772706,1297294,40.0
shiguagji,1297294,50.0
liduguang,1297294,50.0
draco1892,1297294,40.0
Draculala,1297294,40.0
jackyjackyjacky,1297294,50.0
nakeddog,1297294,40.0
4514128,1297294,30.0
orangesee,1297294,40.0
cwh_ing,1297294,30.0
sidneyjem,1297294,40.0
32144547,1297294,30.0
icecream0330,1297294,40.0
bullee,1297294,50.0
acha13,1297294,50.0
bxg555,1297294,40.0
A-Marvin-T,1292226,50.0
luoxiqofy,1292226,40.0
revan,1292226,50.0
CammyWhite,1292226,40.0
lingrui1995,1292226,40.0
Cutebabyblue,1292226,30.0
seonlady,1292226,50.0
hischild,1292226,50.0
tjz230,1292226,50.0
yuanmu,1292226,50.0
gaoyaguozhuxi,1292226,50.0
PsalmXXVII,1292226,40.0
qijiuzhiyue,1292226,50.0
glasgow,1292226,50.0
darlingtudai,1292226,40.0
3540441,1292226,50.0
ballteda,1292226,30.0
btr,1292226,40.0
Lan.die,1292226,50.0
luanluanyu,1292226,10.0
aixiaoke,1292226,50.0
NullPointer,1292226,50.0
along,1292226,30.0
tattoo9-13,1292226,20.0
46843344,1292226,40.0
luhua,1292226,50.0
piggytea,1292226,50.0
MovieL,1292226,50.0
fox2100st,1292226,50.0
diewithme,1292226,50.0
bigteeth,1292226,50.0
92463984,1292226,40.0
Cao-Wei,1292226,50.0
petercat,1292226,50.0
luzhiyu,1292226,50.0
scarllet1984,1292226,50.0
flowermumu,1292226,50.0
153250399,1292226,40.0
brickinwc,1292226,50.0
conanemily,1292226,50.0
colinpark,1292226,50.0
Zizou_Vam,1292226,50.0
xzfd,1292226,50.0
69290051,1292226,50.0
dearabbyabby,1292226,50.0
Nokia95,1292226,50.0
crankysophia,1292226,50.0
terenceyibo,1292226,50.0
darkwood,1292226,50.0
yinxiang,1292226,50.0
54883420,1292226,50.0
junexi,1292226,20.0
121579323,1292226,50.0
mac_lai,1292226,50.0
1910834,1292226,50.0
88439681,1292226,50.0
chen1988,1292226,50.0
ruo1996,1292226,50.0
jinjidexiong,1292226,50.0
narahana,1292226,40.0
ElephantBoy,1292226,50.0
ruoxudeng,1292226,50.0
auxt,1292226,50.0
93124222,1292226,50.0
raquelycidas,1292226,50.0
babulliu,1292226,50.0
7542909,1292226,50.0
huzibeer,1292226,50.0
liusuer,1292226,10.0
fengjiansun,1292226,50.0
jagpumpkin,1292226,50.0
hexiaoqin,1292226,50.0
rubbitU,1292226,50.0
movie007wn,1292226,50.0
missixyujun,1292226,50.0
yangshuangblue,1292226,50.0
daphneleaf,1292226,50.0
2946082,1292226,50.0
Huxinghang510,1292226,50.0
zeroqq,1292226,50.0
T.V.Zoe,1292226,50.0
caesarphoenix,1292226,50.0
kejinlong,1292226,50.0
yalindongdong,1292226,50.0
particles,1292226,50.0
1333942,1292226,50.0
CanaanYoung,1292226,50.0
Pfaner,1292226,50.0
53269895,1292226,50.0
fuyuwinter,1292226,50.0
phoenix43,1292226,50.0
longzheking,1292226,50.0
Duansiyu_1996,1292226,50.0
AngelinaAnne,1292226,50.0
itzhaoxiangyu,1292226,30.0
gongzitian,1292226,10.0
hansean,1292226,50.0
3403686,1292226,50.0
jeffersontang,1292226,50.0
Aristocles,1292226,50.0
onegirl,1292226,10.0
luqy,1292226,50.0
jackyjackyjacky,1292226,50.0
Naomiwatts-2006,1292226,50.0
145577008,1292226,50.0
Hazel.eyes,1292226,50.0
duduxiongzhifu,1292226,50.0
lephemera,1292226,30.0
kuroneko2002,1292226,50.0
xzyzsk7,1292226,50.0
thomasneeson,1292226,40.0
ZeitgeistAmour,1292226,50.0
seabisuit,1292226,50.0
huskie,1292226,50.0
sakimay,1292226,50.0
Uvo,1292226,50.0
dekadeyang,1292226,50.0
63902849,1292226,50.0
delmar,1292226,40.0
1609757,1292226,50.0
RockerHo,1292226,40.0
loyoyo_O,1292226,50.0
169118396,1292226,50.0
ljwaero,1292226,50.0
Zxingchi007,1292226,40.0
Butlerliu,1292226,50.0
jaycong,1292226,50.0
ocean_kwai,1292226,30.0
144093424,1292226,50.0
saobing,1292226,50.0
Dev1antKoMi,1292226,40.0
richer725,1292226,50.0
vivifyvivi,1292226,50.0
cult_fancy,1292226,40.0
58059498,1292226,50.0
62751962,1292226,50.0
satan163,1292226,50.0
57542378,1292226,50.0
74094889,1292226,10.0
149152146,1292226,50.0
flytoinfinity,1292226,50.0
babydog,1292226,40.0
2772099,1292226,40.0
KuBurden,1292226,40.0
metiche,1292226,50.0
feizhuangzhuang,1292226,50.0
72520254,1292226,10.0
drunkdoggy,1292226,50.0
yahooor,1292226,30.0
157425097,1292226,50.0
46180980,1292226,50.0
BlindwolfHyn,1292226,50.0
alori,1292226,50.0
nopanic,1292226,50.0
5798823,1292226,50.0
meeker24,1292226,50.0
skysunny,1292226,40.0
nikenike,1292226,30.0
sindy1113,1292226,30.0
2025022,1292226,50.0
lazzaro,1292226,50.0
yoyoangela,1292226,40.0
Madao_D,1292226,50.0
ricchhard,1292226,40.0
elingwu,1292226,50.0
problemchildren,1292226,20.0
33328418,1292226,30.0
Comel.Dyx,1292226,50.0
Aprilday7,1292226,40.0
alwaysbestrong,1292226,50.0
stknight,1292226,50.0
Lost_Atlantis,1292226,30.0
memoryofsummer,1292226,30.0
len1030,1292226,50.0
138660941,1292226,50.0
pipituliuliu,1292226,50.0
SciFi,1292226,50.0
serenitynever,1292226,50.0
Skybow,1292226,40.0
68499588,1292226,50.0
nataliele,1292226,50.0
41459289,1292226,40.0
sinkbridge,1292226,50.0
cheermusic,1292226,40.0
3414829,1292226,50.0
wayne211,1292226,40.0
65920647,1292226,50.0
elfff,1292226,50.0
yellowmoonbird,1292226,50.0
ahu,1292226,50.0
chzsoft,1292226,50.0
cheerupk,1292226,50.0
ushiyo_chan,1292226,50.0
zhanyakui,1292226,40.0
4655509,1292226,50.0
doranmartell,1292226,30.0
misskatrina,1292226,40.0
DoctorHou,1292226,30.0
rebix,1292226,50.0
hellotonyleung,1292226,50.0
protagoras,1292226,50.0
sonneblume,1292226,50.0
125455757,1292226,40.0
li2007,1292226,50.0
yadiel,1292226,40.0
liuyingxin_1984,1292226,50.0
63692271,1292226,50.0
darlingtudai,1401261,40.0
69290051,1401261,40.0
yinxiang,1401261,50.0
2849243,1401261,40.0
mildcoffee,1401261,40.0
cloudys,1401261,50.0
kejinlong,1401261,30.0
conanemily,1401261,50.0
LadyInSatin,1401261,40.0
2073110,1401261,40.0
ursula74,1401261,40.0
1133756,1401261,50.0
Zizou_Vam,1401261,50.0
Nokia95,1401261,50.0
3198636,1401261,50.0
pigpearl,1401261,30.0
pedant,1401261,40.0
glorymanutd,1401261,50.0
franticman,1401261,40.0
blackshadow1988,1401261,50.0
jackyjackyjacky,1401261,50.0
alpsphoenix,1401261,20.0
liumangJone,1401261,40.0
ciaobella,1401261,50.0
wsui,1401261,50.0
hsupurr,1401261,40.0
morbidangel,1401261,50.0
Mannialanck,1401261,40.0
luqy,1401261,40.0
realvander,1401261,40.0
totoski,1401261,50.0
ilrei,1401261,50.0
wuxiaoru,1401261,50.0
tomqulab,1401261,20.0
cosmopolite7,1401261,50.0
yoyoangela,1401261,50.0
heydzi,1401261,40.0
Razzmatazz,1401261,40.0
flowermumu,1401261,40.0
terenceyibo,1401261,40.0
caesarphoenix,1401261,50.0
ossianshiwo,1401261,40.0
haishou,1401261,50.0
nia_chen,1401261,50.0
DPYiSuo,1401261,50.0
lukeke,1401261,40.0
1535538,1401261,40.0
zunchi,1401261,40.0
49539687,1401261,40.0
yqsophia,1401261,50.0
nowhereelse,1401261,40.0
stknight,1401261,50.0
m37157,1401261,50.0
haibei_solo,1401261,50.0
2821452,1401261,50.0
Caryc,1401261,50.0
debbieyoung,1401261,40.0
jsc528,1401261,50.0
imoviekobe,1401261,40.0
flowersky,1401261,50.0
louxing,1401261,40.0
mangoluvjt,1401261,40.0
epf,1401261,30.0
HerNyctalopia,1401261,40.0
dryjjd,1401261,40.0
mangotong,1401261,40.0
lanxinwu,1401261,40.0
161849863,1401261,50.0
cream.cx,1401261,50.0
2596795,1401261,50.0
lyricli,1401261,40.0
hitchitsch,1401261,40.0
sidneylumet,1401261,40.0
1559092,1401261,40.0
hexiaoqin,1401261,50.0
fallenshaman,1401261,50.0
szeze,1401261,50.0
kangbaohong,1401261,50.0
2824286,1401261,50.0
mlsslm777,1401261,50.0
2185727,1401261,50.0
GhostWithBlade,1401261,50.0
sodom,1401261,50.0
54351155,1401261,50.0
43891940,1401261,50.0
JuvenLee,1401261,50.0
25911106,1401261,50.0
Waiting.,1401261,50.0
gaoxiaofan,1401261,50.0
46860437,1401261,10.0
thana19tos90,1401261,10.0
FreshSherlock,1401261,20.0
1910909,1401261,30.0
amoskim,1401261,50.0
foxzy5,1401261,50.0
ofo,1401261,50.0
YYDEE,1401261,50.0
hulonglong66,1401261,40.0
qingbaba,1401261,30.0
92468807,1401261,50.0
xiaoqinssky,1401261,30.0
j520qqin,1401261,50.0
miumiu-li,1401261,50.0
29526345,1401261,40.0
2092985,1401261,50.0
birdyman,1401261,50.0
M_zhou,1401261,50.0
phoenix43,1401261,40.0
3723453,1401261,20.0
makuranososhi,1401261,50.0
p2165,1401261,50.0
shikun33,1401261,50.0
missvirgin,1401261,40.0
sentiment-dummy,1401261,40.0
mylsng13,1401261,30.0
37521902,1401261,50.0
cencen1010,1401261,30.0
zzdf,1401261,40.0
jimihendrix,1401261,40.0
flowertide,1401261,40.0
2252653,1401261,40.0
yaoxiaojie,1401261,40.0
fox2100st,1401261,30.0
Naomiwatts-2006,1401261,50.0
nezhaboy,1401261,30.0
1393472,1401261,50.0
bluerider,1401261,40.0
83579469,1401261,40.0
paradise33333,1401261,40.0
50877316,1401261,50.0
10011120,1401261,50.0
45542076,1401261,50.0
shiyuyang0813,1401261,50.0
urielwang,1401261,10.0
29898737,1401261,40.0
weiranwei,1401261,40.0
103685842,1401261,40.0
mynameismay,1401261,50.0
wubianz,1401261,50.0
48774677,1401261,40.0
21225104,1401261,50.0
littlexixi,1401261,50.0
Yven,1401261,50.0
1155700,1401261,50.0
3857638,1401261,50.0
baipang,1401261,50.0
3139782,1401261,40.0
yululiuli,1401261,30.0
jessedong,1401261,40.0
15342214,1401261,40.0
Vantt,1401261,50.0
fengxifengxi,1401261,50.0
hecho,1401261,40.0
4600682,1401261,50.0
hyperbolic,1401261,50.0
maidiken,1401261,50.0
34347136,1401261,40.0
1805261,1401261,30.0
42279482,1401261,20.0
chzzh,1401261,40.0
bingbingaloe,1401261,40.0
littlefreckle,1401261,50.0
wei2,1401261,50.0
28165185,1401261,40.0
2859857,1401261,50.0
138928695,1401261,20.0
3726054,1401261,30.0
44409003,1401261,50.0
moyayi,1401261,40.0
gothicgirl,1401261,40.0
Roxiew,1401261,50.0
1232575,1401261,50.0
sosteven,1401261,50.0
1304071,1401261,50.0
chenkerry,1401261,50.0
lynchlee,1401261,50.0
kuroneko2002,1401261,40.0
YumingCao,1401261,40.0
tonightalright,1401261,40.0
lanesecret,1401261,40.0
65920647,1401261,50.0
ivorstar,1401261,30.0
Tracie,1401261,50.0
woodring,1401261,40.0
immnauce,1401261,40.0
1010302,1401261,40.0
rachel6703933,1401261,50.0
zhuyan-1,1401261,50.0
Wjx1213,1401261,50.0
qsxmq,1401261,50.0
Moretoless,1401261,50.0
buxiaoman,1401261,50.0
1127610,1401261,40.0
ZouzheFoudouzhe,1401261,40.0
yellowlantern,1401261,40.0
bigbigbrother,1401261,50.0
2370054,1401261,50.0
47096545,1401261,40.0
xyhen,1401261,40.0
45338128,1401261,50.0
yasashin,1401261,50.0
nocturnelee,1401261,40.0
stlark,1401261,50.0
41212756,1401261,50.0
whyhh123jdxz,1401261,40.0
sherrylee,1401261,40.0
dazhuang1990,1401261,30.0
LingoGin,1401261,40.0
yesterdayjulie,1401261,40.0
35827809,1291568,30.0
honggez,1291568,50.0
flowersforzoe,1291568,50.0
sara127266,1291568,50.0
theboxer,1291568,50.0
junepigpku,1291568,50.0
hzlqy,1291568,40.0
2651917,1291568,40.0
steambreaddies,1291568,50.0
zishuiyilan,1291568,50.0
youngman,1291568,50.0
noyy,1291568,40.0
cyan_hehe,1291568,50.0
qijiuzhiyue,1291568,50.0
lephemera,1291568,50.0
beiliya,1291568,50.0
1159861,1291568,50.0
cadenza,1291568,50.0
angelababy_,1291568,40.0
shinewewe,1291568,50.0
2132695,1291568,50.0
ballteda,1291568,40.0
gorfee,1291568,50.0
CanaanYoung,1291568,10.0
luzhiyu,1291568,50.0
petercat,1291568,50.0
fanlinbo,1291568,10.0
1055018,1291568,50.0
dubian0816,1291568,40.0
pinkonion,1291568,50.0
Luna-cat,1291568,50.0
LadyInSatin,1291568,50.0
tjz230,1291568,50.0
pirealwei,1291568,50.0
flowermumu,1291568,50.0
pigeye,1291568,50.0
stevenma,1291568,50.0
smokey,1291568,50.0
2849243,1291568,40.0
58059498,1291568,50.0
69290051,1291568,40.0
bladerunner2,1291568,50.0
kejinlong,1291568,50.0
hexiaoqin,1291568,50.0
7542909,1291568,50.0
wmwmwm,1291568,50.0
53204045,1291568,40.0
zhangzongqian,1291568,50.0
wusequanwei,1291568,50.0
angle223,1291568,50.0
1325646,1291568,50.0
shwutongyu,1291568,40.0
jeffersontang,1291568,50.0
3540441,1291568,50.0
ruilixiurui,1291568,50.0
olivecurtain,1291568,50.0
philaro2009,1291568,50.0
yalindongdong,1291568,50.0
2434887,1291568,50.0
Nokia95,1291568,50.0
50779124,1291568,50.0
vividtime,1291568,50.0
longzheking,1291568,50.0
babulliu,1291568,50.0
Allan.Vr,1291568,50.0
chrisocean,1291568,50.0
sfroompp,1291568,50.0
Huxinghang510,1291568,50.0
chaiyanchao,1291568,50.0
miumiu-li,1291568,40.0
DrinkFlames,1291568,50.0
batongyang,1291568,50.0
MECCA,1291568,50.0
grbzywg,1291568,50.0
149152146,1291568,50.0
108040008,1291568,50.0
enchanted13,1291568,50.0
dekadeyang,1291568,50.0
caesarphoenix,1291568,50.0
tomqulab,1291568,50.0
yellowmoonbird,1291568,50.0
92463984,1291568,40.0
xiaojia86,1291568,50.0
93124222,1291568,50.0
bigway,1291568,50.0
xiaoxiaochonglt,1291568,50.0
fish3961120,1291568,50.0
Luinrandr,1291568,40.0
luozhiqiu,1291568,50.0
CharlesChou,1291568,50.0
35387694,1291568,50.0
2265138,1291568,50.0
49539687,1291568,50.0
vivifyvivi,1291568,50.0
candyandclouds,1291568,50.0
meowarrier,1291568,40.0
67653468,1291568,20.0
alwaysbestrong,1291568,40.0
caoyu11,1291568,20.0
conanemily,1291568,50.0
hou26,1291568,50.0
115943250,1291568,50.0
lassiedusky,1291568,50.0
Azeril,1291568,50.0
nopanic,1291568,50.0
Oxalis.,1291568,40.0
zhixuanxuan,1291568,40.0
philia-li,1291568,50.0
nickn,1291568,50.0
51911319,1291568,40.0
4729397,1291568,40.0
180045309,1291568,50.0
colinpark,1291568,50.0
yihuiw,1291568,50.0
bunnyzizi,1291568,50.0
aiza,1291568,50.0
kaka1990,1291568,50.0
pedant,1291568,50.0
ykxchen,1291568,50.0
lykingking,1291568,50.0
curemyself,1291568,50.0
66412368,1291568,50.0
yangyihu,1291568,50.0
seabisuit,1291568,50.0
lavitelloni,1291568,50.0
XF44,1291568,50.0
Naomiwatts-2006,1291568,50.0
161849863,1291568,50.0
Draculala,1291568,40.0
kuangjieyu,1291568,40.0
27562666,1291568,50.0
43393007,1291568,40.0
46142542,1291568,40.0
52143519,1291568,40.0
51067589,1291568,40.0
3785528,1291568,50.0
clur,1291568,50.0
cStar,1291568,50.0
leileixiaozhan,1291568,50.0
9881459,1291568,50.0
43510259,1291568,20.0
54721365,1291568,50.0
44887525,1291568,50.0
kingcopushu,1291568,50.0
46511600,1291568,50.0
zhu-ke,1291568,30.0
2151824,1291568,50.0
piaoxuea,1291568,50.0
haishou,1291568,50.0
braxin2007,1291568,50.0
2772099,1291568,50.0
MayaDey,1291568,50.0
129823777,1291568,50.0
102311975,1291568,50.0
lea_x,1291568,50.0
ydyie,1291568,40.0
4237152,1291568,30.0
1625628,1291568,50.0
suuunino,1291568,50.0
145577008,1291568,40.0
jeremydu777,1291568,50.0
lilyshen,1291568,50.0
quanzhouren,1291568,50.0
dianascb,1291568,50.0
154161095,1291568,40.0
yilinwong,1291568,40.0
satan163,1291568,40.0
yiqiu8932,1291568,50.0
29898737,1291568,50.0
abc114,1291568,50.0
106347535,1291568,50.0
90525586,1291568,50.0
122592904,1291568,50.0
weipeng1986,1291568,50.0
melon-water,1291568,50.0
51715849,1291568,40.0
levitating,1291568,50.0
JuddTrump,1291568,10.0
46943365,1291568,40.0
bugz,1291568,50.0
caivae,1291568,50.0
72783700,1291568,50.0
156016222,1291568,30.0
YYDEE,1291568,50.0
absolutmilk,1291568,50.0
filmkingmanyeah,1291568,40.0
39220692,1291568,50.0
heimomi,1291568,50.0
17661600,1291568,50.0
jundle,1291568,50.0
ahu,1291568,50.0
fingcat,1291568,50.0
qianmokuihua,1291568,50.0
jsc528,1291568,50.0
yvonne.diva,1291568,50.0
48864123,1291568,50.0
43761473,1291568,50.0
51862789,1291568,50.0
CainChan,1291568,40.0
yicuocha,1291568,50.0
82329043,1291568,40.0
