id,name,type
1304870,Mat i syn, 剧情
1294720,Dazed and Confused, 剧情 喜剧
1291562,Dancer in the Dark, 剧情 歌舞
1294917,Monty Python and the Holy Grail, 喜剧 奇幻 冒险
1297550,Great Expectations, 剧情 爱情
1429098,Yeelen, 剧情
1304920,Harakiri, 剧情
1307921,Uzak, 剧情
1299482,Foolish Wives, 剧情
1292994,The Purple Rose of Cairo, 喜剧 爱情 奇幻
1857095,Intimacy and Turbulence, 剧情
1302186,Strike, 剧情
1292722,Titanic, 剧情 爱情 灾难
1421822,Titicut Follies, 剧情 纪录片
2369090,By the Bluest of Seas, 剧情
1302614,Gummo, 剧情
1303520,Nouvelle vague, 剧情
1872133,Still Life, 剧情 爱情
1436690,Un chant d'amour, 短片 奇幻
1325958,Breakfast at Tiffany's, 剧情 喜剧 爱情
1292230,JFK, 剧情 悬疑 惊悚 传记 历史
1303333,Y tu mam, 剧情 情色
1301465,The Age of Innocence, 剧情 爱情
1305611,The Wicker Man, 悬疑 恐怖
1297127,Mr. Smith Goes to Washington, 剧情
1292370,Edward Scissorhands, 剧情 爱情 奇幻
1306548,Funny Games, 剧情 悬疑 惊悚 犯罪
1300961,L'enfant sauvage, 剧情
1292270,Requiem for a Dream, 剧情
2368633,Moy drug Ivan Lapshin, 剧情
1303245,The Party, 喜剧
1292445,Sans toit ni loi, 剧情
1298366,Spartacus, 剧情 动作 传记 历史 冒险
1477717,El sur, 剧情 爱情
1294724,"Harlan County, U.S.A.", 纪录片
1441365,Der Tiger von Eschnapur, 剧情 爱情 惊悚 冒险
1292060,Miller's Crossing, 剧情 惊悚 犯罪
2028819,"Synecdoche, New York", 剧情
1297264,Lancelot du Lac, 剧情 爱情 历史
1307580,Les dames du Bois de Boulogne, 剧情 爱情
1293076,The Man Who Would Be King, 动作 冒险
1293156,Jungfruk, 剧情 犯罪
1449829,The Bad and the Beautiful, 剧情 爱情
1299027,Blow Out, 剧情 悬疑 惊悚 犯罪
1303654,Kr, 剧情 犯罪
1291842,When Harry Met Sally..., 剧情 喜剧 爱情
1294915,Le genou de Claire, 剧情 爱情
1291571,The Lord of the Rings: The Fellowship of the Ring, 剧情 动作 奇幻 冒险
1295437,Ferris Bueller's Day Off, 剧情 喜剧
1296030,Invasion of the Body Snatchers, 科幻 惊悚 恐怖
1294947,The Great Escape, 剧情 历史 冒险
1291976,Mitt liv som hund, 剧情 喜剧
1293618,The Navigator, 喜剧 爱情
1297016,Gun Crazy, 剧情 爱情 惊悚 犯罪 黑色电影
1845260,W.R. - Misterije organizma, 剧情 喜剧 奇幻
1417947,Casque d'or, 剧情 爱情 犯罪
1294791,RoboCop, 剧情 动作 科幻 惊悚 犯罪
1305337,Le fils, 剧情
4307515,Nostalgia de la luz, 剧情 纪录片
1439463,Edvard Munch, 剧情 传记
1418714,Chronik der Anna Magdalena Bach, 剧情 音乐 传记 历史
1293428,Il grido, 剧情
1293760,Ghostbusters, 喜剧 科幻 奇幻
1303077,Dodesukaden, 剧情
1291992,Thelma & Louise, 剧情 惊悚 犯罪
1306505,Red Sorghum, 剧情 爱情 历史 战争
1292682,Crash, 剧情
2968813,L, 剧情 爱情 恐怖
1292207,Die Blechtrommel, 剧情 历史 战争
1293444,The Thief of Bagdad, 家庭 奇幻 冒险
1296370,Vive L'Amour, 剧情 同性
1296563,La femme d', 剧情 爱情
1303089,I soliti ignoti, 喜剧 犯罪
1293846,Zelig, 喜剧 奇幻
1293045,Dirty Harry, 动作 惊悚 犯罪
1306730,La pianiste, 剧情 爱情 惊悚
1292785,Airplane!, 喜剧
1302606,An Angel at My Table, 剧情 传记
1308082,The Emperor's Naked Army Marches On, 纪录片 战争
1296992,Lolita, 剧情 爱情 情色
1292849,Saving Private Ryan, 剧情 历史 战争
4798707,Amour, 剧情 爱情
1299885,Du rififi chez les hommes, 剧情 惊悚 犯罪
1296519,The Killer, 剧情 动作 惊悚 犯罪
1304641,Moulin Rouge!, 剧情 爱情 歌舞
1292937,The Last Detail, 剧情 喜剧
1422917,A History of Violence, 剧情 动作 惊悚 犯罪
1466416,Flaming Creatures, 剧情
2268557,Four Seasons, 纪录片 短片
1292348,L.A. Confidential, 剧情 悬疑 惊悚 犯罪
1297280,The Princess Bride, 喜剧 爱情 家庭 奇幻 冒险
1420225,La Ci, 剧情
1302815,Roma, 剧情 喜剧
1303255,Ascent, 剧情 战争
1298494,Sommarnattens leende, 喜剧 爱情
1652587,Avatar, 动作 科幻 冒险
2209754,The Lusty Men, 剧情 动作 西部
1294642,Le carrosse d'or, 剧情 喜剧 爱情
1302262,Fort Apache, 西部
1299628,The Circus, 喜剧 爱情
1295116,All Quiet on the Western Front, 剧情 动作 历史 战争
1306360,"Faster, Pussycat! Kill! Kill!", 喜剧 犯罪
1416910,Le quai des brumes, 剧情 爱情 犯罪
1302252,Idioterne, 剧情 喜剧
1418091,Crumb, 纪录片 传记
1303554,Le proc, 剧情 悬疑 惊悚 犯罪 奇幻
1294940,Vengeance Is Mine, 剧情 犯罪
1326038,Le ballon rouge, 短片 家庭 奇幻
1303467,Vale Abra, 剧情
1306028,Saturday Night and Sunday Morning, 剧情 爱情
1763134,The Host, 剧情 科幻 惊悚 灾难
1293841,Ace in the Hole, 剧情 黑色电影
1299026,Z, 剧情 历史 犯罪
1299228,Ossessione, 剧情 爱情 犯罪
1306662,Donnie Darko, 科幻 惊悚
1296949,Code inconnu: R, 剧情
2264801,Kaagaz Ke Phool, 爱情 歌舞
2060678,"Noire de..., La", 剧情
1401513,Sauve qui peut (la vie), 剧情
3047620,La mujer sin cabeza, 剧情 悬疑 惊悚
1855658,Hitler - ein Film aus Deutschland, 剧情 传记 历史 战争
1303568,Moonfleet, 剧情 冒险
1302108,Die Sehnsucht der Veronika Voss, 剧情
1292523,Jurassic Park, 科幻 惊悚 冒险
1298974,Wild at Heart, 爱情 惊悚 犯罪
1295384,Starship Troopers, 动作 科幻 惊悚 冒险
1437398,Les Ma, 纪录片 短片
1294761,Uccellacci e uccellini, 喜剧 奇幻
1293698,Cool Hand Luke, 剧情 犯罪
1401905,La monta, 奇幻 冒险
1292878,"New York, New York", 剧情 爱情 音乐 歌舞
1295728,The Breakfast Club, 剧情 喜剧
2061897,A Idade da Terra, 剧情
1401331,Branded to Kill, 剧情 动作 犯罪
1303419,The Miracle of Morgan's Creek, 喜剧 爱情 战争
1421933,Jeux interdits, 剧情 战争
1825702,7 Women, 剧情
1466788,Akasen chitai, 剧情
1295137,Who's Afraid of Virginia Woolf, 剧情
1316522,An American in Paris, 剧情 爱情 歌舞
2042560,The Long Day Closes, 剧情 家庭 传记
1297200,The Blues Brothers, 喜剧 动作 音乐 犯罪
1305732,Pickup on South Street, 惊悚 黑色电影
1292669,Assault on Precinct 13, 动作 悬疑 惊悚 犯罪
1303412,It's a Gift, 喜剧
1303525,The Time of the Gypsies, 剧情 喜剧 犯罪 奇幻
1429053,Numero Deux, 剧情
1293371,The Right Stuff, 剧情 历史 冒险
1300644,Deep End, 剧情 喜剧 爱情
1304603,Dumbo, 动画 歌舞 奇幻
1300299,Salinui chueok, 剧情 悬疑 惊悚 犯罪
1306049,C'eravamo tanto amati, 剧情 喜剧
1307708,Street Angel, 剧情 喜剧
1296988,A Woman of Paris: A Drama of Fate, 剧情 爱情
3070921,Hunger, 剧情 传记
1302542,Blood Simple, 剧情 惊悚 犯罪
1791009,O Bandido da Luz Vermelha, 惊悚 犯罪
1293839,Roman Holiday, 剧情 喜剧 爱情
5959260,Bir Zamanlar Anadolu'da, 剧情 犯罪
1295600,Morocco, 剧情 爱情
1418245,Le Sang des b, 剧情 纪录片 短片
1301867,Utomlyonnye solntsem, 剧情 历史
1300957,Gycklarnas afton, 剧情
1304710,The Ladykillers, 喜剧 惊悚 犯罪
1419942,The New World, 剧情 爱情 传记 历史
1292062,American Beauty, 剧情 爱情 家庭
1418998,Van Gogh, 剧情 传记
2291770,Mother India, 剧情 歌舞 家庭
1300116,The Misfits, 剧情 喜剧 爱情 西部
1294500,The Sweet Hereafter, 剧情
1293172,The Last Emperor, 剧情 传记 历史
1293312,She Wore a Yellow Ribbon, 西部
1303293,The Producers, 喜剧
1300790,7th Heaven, 剧情 爱情 战争
1297359,Mononoke-hime, 动画 奇幻 冒险
1309016,Million Dollar Baby, 剧情 运动
1303710,Hadaka no shima, 剧情
26881181,Dog Star Man,
1303080,Hor, 剧情 喜剧
1302770,Akira, 动作 科幻 动画
3024645,Diaries Notes and Sketches, 纪录片
1305327,Taipei Story, 剧情 家庭
1422319,Fata Morgana, 剧情 纪录片
1292889,The Last Temptation of Christ, 剧情
1417428,Blue, 剧情 同性 传记
1766084,Spione, 爱情 惊悚
1436858,La b, 剧情 犯罪
1292218,Central do Brasil, 剧情
1297424,Olympia 1. Teil - Fest der V, 纪录片 运动
1301230,Rope, 悬疑 惊悚 犯罪
4117025,As I Was Moving Ahead Occasionally I Saw Brief Glimpses of Beauty, 纪录片 传记
1780560,D'Est, 纪录片
1293318,Hotaru no haka, 剧情 动画 战争
1292330,Dust in the Wind, 剧情 爱情
1296419,Le million, 喜剧 歌舞
2368635,Okraina, 剧情 战争
1298789,They Were Expendable, 剧情 战争
1296140,The Day the Earth Stood Still, 剧情 科幻 惊悚
1292773,Les deux anglaises et le continent, 剧情 爱情
1292559,42nd Street, 剧情 爱情 歌舞
1300756,The Ghost and Mrs. Muir, 剧情 爱情 悬疑 惊悚 奇幻
1300106,American Graffiti, 剧情 喜剧 爱情
1303456,The River, 剧情 爱情 同性
1293177,Anatomy of a Murder, 剧情 悬疑 犯罪
1428007,Ludwig, 剧情 传记 历史
1300952,"Mujeres al borde de un ataque de ""nervios""", 剧情 喜剧
1855300,The Ladies Man, 喜剧
1303446,Sicilia!, 剧情
1292586,Au revoir les enfants, 剧情 战争
1547099,Mes petites amoureuses, 剧情
1293909,Das Boot, 剧情 历史 战争 冒险
1292944,The Outlaw Josey Wales, 剧情 动作 惊悚 西部 冒险
1293726,Saturday Night Fever, 剧情 爱情 音乐
1440407,L'intrus, 剧情
1945625,La Nuit du carrefour, 剧情 悬疑 犯罪
1470775,Le jour se l, 剧情 爱情 犯罪
1427865,L'enfance nue, 剧情
1308074,The Return, 剧情 家庭
1293599,3 Women, 剧情
1300570,The Adventures of Robin Hood, 动作 爱情 冒险
1295394,Fires Were Started, 剧情 战争
1294654,Il fiore delle mille e una notte, 剧情 喜剧 情色 奇幻
1899630,The Incredible Shrinking Man, 科幻 惊悚
1295644,L, 剧情 动作 犯罪
1292658,Mary Poppins, 喜剧 歌舞 奇幻
1305431,Night of the Demon, 恐怖
1303086,N, 剧情 惊悚
1292519,Forbidden Planet, 科幻 悬疑
1306486,La Chienne, 剧情
1292214,The Usual Suspects, 剧情 悬疑 惊悚 犯罪
1291555,, 剧情 爱情 奇幻
1294075,Gregory's Girl, 喜剧 爱情
1302119,Il Posto, 剧情 喜剧
1296105,O Lucky Man!, 剧情 喜剧 音乐 奇幻
1306069,The End of Summer, 剧情
1401895,Tulitikkutehtaan tytt, 剧情
1293556,The Sun Shines Bright, 剧情 喜剧
1295834,They Live, 动作 科幻 恐怖
1298063,Good Morning, 喜剧
1434232,"Moi, un noir", 剧情
1424334,Le trou, 剧情 惊悚 犯罪
1292891,Reds, 剧情 爱情 传记 历史
1757313,Le tombeau d'Alexandre, 纪录片 传记 历史
1293528,Topsy-Turvy, 剧情 喜剧 音乐 歌舞 传记
1295967,Orfeu Negro, 剧情 喜剧 爱情 音乐
1299485,Giulietta degli spiriti, 剧情 喜剧 奇幻
1292766,MASH, 剧情 喜剧 战争
1291552,The Lord of the Rings: The Return of the King, 剧情 动作 奇幻 冒险
2135352,H, 纪录片 传记
2040935,The Hart of London, 悬疑
1298969,Loyal 47 of the Genroku Era, 剧情 动作 历史
1292365,Lifetimes, 剧情 家庭 历史
1295557,Man of the West, 剧情 动作 爱情 西部
